"tag"	"quadrat"	"subquad"	"spcode"	"quadrat_gx"	"quadrat_gy"	"gx"	"gy"	"lx"	"ly"	"elev"	"dbh_cm"	"hom"	"status"
"96"	28797	1899	"ne"	"pruser"	20	60	41.544973363255	68.6012298758148	16.0053725367645	13.53	232.54	"12.9"	1.3	"alive"
"97"	28798	1899	"ne"	"carcor"	20	60	42.7101367717046	78.9351885470189	13.9427439660426	12.72	232.5	"10.4"	1.3	"alive"
"98"	28799	1899	"ne"	"cordru"	20	60	36.146332491178	65.6816441111928	20.4620775312995	11.04	232.41	"1.1"	1.3	"alive"
"99"	28800	1899	"se"	"plaocc"	20	60	37.6486075500712	41.7384904399545	8.35169425590648	2.74	232.39	"20.3"	1.3	"alive"
"100"	28801	1899	"se"	"carcor"	20	60	27.6997166609983	68.9015960237525	8.95196360428623	3.37	232.38	"22.7"	1.3	"alive"
"101"	28802	1899	"se"	"asitri"	20	60	28.8846508238699	61.5427623285801	16.8720950349806	8.49	232.63	"51.5"	1.3	"alive"
"102"	28803	1900	"sw"	"asitri"	20	80	20.4437611273884	76.9071517011697	3.25452914786208	9.08	231.27	"43.5"	1.3	"alive"
"103"	28804	1900	"sw"	"pruser"	20	80	50.5133303208846	83.2814251689186	2.77659353063265	9.81	231.53	"1.1"	1.3	"alive"
"104"	28804	1900	"sw"	"pruser"	20	80	14.503064595833	99.1985798118613	2.60984405540478	9.81	231.53	"4.8"	1.3	"alive"
"105"	28805	1900	"sw"	"asitri"	20	80	19.0439583814267	83.8273446108491	4.07484740094426	9.79	231.51	"3.8"	1.3	"alive"
"106"	28806	1900	"sw"	"pruser"	20	80	34.0515551296555	83.2100334631998	9.86543992248794	8.92	231.61	"9.6"	1.3	"alive"
"107"	28807	1900	"sw"	"lonmaa"	20	80	19.113761788513	71.0385052695917	5.97382725246745	6.77	231.76	"12.8"	1.3	"alive"
"108"	28808	1900	"nw"	"prusp"	20	80	36.7135310020756	85.3605992294526	2.79457011533187	15.21	230.97	"26.3"	1.3	"alive"
"109"	28809	1900	"nw"	"pruser"	20	80	33.9530864252163	94.5921620744489	3.46901698857666	15.65	230.95	"4.2"	1.3	"alive"
"110"	28810	1900	"nw"	"cordru"	20	80	11.2535273716689	105.368419298838	2.2799211123014	15.94	230.84	"1"	1.32	"alive"
"111"	28811	1900	"nw"	"cordru"	20	80	35.6723354501459	94.2354124877299	1.54377296520279	16.42	230.8	"2.9"	1.3	"alive"
"112"	28812	1900	"nw"	"pruser"	20	80	18.6377429074961	114.556588541112	2.67069388778192	17.97	230.71	"6.4"	1.3	"alive"
"113"	28813	1900	"nw"	"lonmaa"	20	80	15.9668066547631	103.022329484802	3.95241486247434	18.45	230.87	"34"	1.3	"alive"
"114"	28814	1900	"nw"	"aceneg"	20	80	38.5834228174809	101.26545864957	10.4660652856936	19.95	230.53	"5.6"	1.3	"alive"
"115"	28815	1900	"nw"	"pruser"	20	80	43.1230215219712	106.288164304884	8.43551150107001	19.33	230.75	"3.9"	1.3	"alive"
"116"	28816	1900	"nw"	"lonmaa"	20	80	36.7922743636563	91.4442663379828	10.2476078121764	18.22	230.96	"50.4"	1.3	"alive"
"117"	28817	1900	"nw"	"quemue"	20	80	64.0774916707	115.769012780958	10.3161973233017	16.5	231	"6.6"	1.3	"alive"
"118"	28818	1900	"nw"	"plaocc"	20	80	31.9858199334031	116.034043862451	10.8238597345509	14.11	231.33	"23.8"	1.3	"alive"
"119"	28819	1900	"nw"	"pruser"	20	80	42.2545920967508	91.7297550921554	8.37876386879444	11.67	231.45	"9.7"	1.3	"alive"
"120"	28820	1900	"nw"	"ulmrub"	20	80	41.8853116474489	89.5588420712595	5.43642489538112	10.22	231.43	"13.9"	1.3	"alive"
"121"	28821	1900	"nw"	"asitri"	20	80	43.8520637060877	85.2488576683526	6.74843610925786	15.55	231.1	"6.1"	1.3	"alive"
"122"	28822	1900	"nw"	"lonmaa"	20	80	48.0085989446311	125.274115059229	5.66878859670807	16.1	231.08	"29.6"	1.3	"alive"
"123"	28823	1900	"nw"	"pruser"	20	80	20.6130171646819	89.9961462727177	7.6078773079005	15.43	231.13	"3.1"	1.3	"alive"
"124"	28824	1900	"ne"	"plaocc"	20	80	20.8057411691269	109.443947044979	12.7046548273973	11.15	231.13	"8.5"	1.3	"alive"
"125"	28825	1900	"ne"	"plaocc"	20	80	29.6329874036738	95.50975572079	12.6181680131882	11.7	231.06	"4.2"	1.3	"alive"
"126"	28826	1900	"ne"	"pruser"	20	80	32.2189373605702	106.184101084903	12.5155743865562	13.18	230.86	"4.8"	1.3	"alive"
"127"	28827	1900	"ne"	"pruser"	20	80	33.4207619875687	89.2926070539068	12.5693016977631	13.7	230.79	"7.8"	1.3	"alive"
"128"	28828	1900	"ne"	"pruser"	20	80	31.4835051255444	97.0074446922581	13.0003251375648	16.33	230.69	"6.9"	1.3	"alive"
"129"	28829	1900	"ne"	"junvir"	20	80	24.8877976477557	100.298432650747	10.4375305083603	20	230.49	"18.2"	1.3	"alive"
"130"	28830	1900	"ne"	"pruser"	20	80	32.4716051563356	102.665534591399	14.0355349202731	19.86	230.18	"12.2"	1.3	"alive"
"131"	28831	1900	"ne"	"cordru"	20	80	28.4261335109243	102.94083389839	18.4767712254526	19.02	229.68	"1.5"	1.3	"alive"
"132"	28832	1900	"ne"	"pruser"	20	80	62.671215251753	87.4850255919417	18.4727987415389	12.96	230.37	"8.6"	1.3	"alive"
"133"	28833	1900	"ne"	"cordru"	20	80	41.485937497383	91.1934231183618	18.8551787091152	11.08	230.48	"3.1"	1.3	"alive"
"134"	28834	1900	"ne"	"pruser"	20	80	48.2764518217086	92.8608590740549	15.8378328757845	11.37	230.85	"3.2"	1.3	"alive"
"135"	28835	1900	"ne"	"carsp"	20	80	17.0514964720463	108.303637811265	15.6117287071431	11.76	230.85	"10.9"	1.3	"alive"
"136"	28836	1900	"ne"	"pruser"	20	80	35.2555402473484	90.1603819058842	17.2133636876231	13.44	230.54	"5"	1.3	"alive"
"137"	28837	1900	"se"	"pruser"	20	80	33.0517447251872	72.9095955536432	11.8744605169684	5.47	231.88	"2.1"	1.3	"alive"
"138"	28838	1900	"se"	"cordru"	20	80	40.7250092957104	80.7973519863918	11.8690904641997	6.87	231.62	"1.4"	1.3	"alive"
"139"	28839	1900	"se"	"cordru"	20	80	37.2030089850942	71.6813920850059	15.954561177472	8.83	231.17	"2.4"	1.3	"alive"
"140"	28840	1900	"se"	"cordru"	20	80	29.5784644855994	85.8388291079771	15.6873195225316	7.7	231.23	"2.5"	1.3	"alive"
"141"	28841	1900	"se"	"pruser"	20	80	30.7834973014908	92.0208108880133	19.4383837464873	7.17	231.07	"8.6"	1.3	"alive"
"142"	28842	1900	"se"	"prusp"	20	80	51.4030805566065	93.8235657311433	19.0078144248842	5.44	231.36	"45.4"	1.3	"alive"
"143"	28843	1900	"se"	"pruser"	20	80	19.1835137273449	92.1686169374542	18.9040492129292	5	231.36	"15.2"	1.3	"alive"
"144"	28844	1900	"se"	"cordru"	20	80	47.3890828782023	78.7699326680863	20.2157999696701	4.33	231.31	"1.3"	1.3	"alive"
"145"	28844	1900	"se"	"cordru"	20	80	49.6592768544659	83.769095627336	19.1023000476538	4.33	231.31	"2"	1.3	"alive"
"146"	28845	1900	"se"	"pruser"	20	80	27.576372098368	73.6114592825249	18.7423536468981	3	231.55	"10.9"	1.3	"alive"
"147"	28846	1900	"se"	"cordru"	20	80	41.7416026388789	75.756375730127	16.8196385069155	1.1	231.88	"1.6"	1.3	"alive"
"148"	28847	1900	"se"	"asitri"	20	80	40.38346927796	75.366175421101	17.111523538635	0.48	231.96	"11.2"	1.3	"alive"
"149"	28848	1900	"se"	"asitri"	20	80	33.8036753362166	91.0828778537479	14.7919189782926	1.44	232.15	"32.5"	1.3	"alive"
"150"	28849	1900	"se"	"asitri"	20	80	42.0315961564354	75.9000062218937	14.6484143025732	4.4	231.76	"9.5"	1.3	"alive"
"151"	28850	1900	"se"	"cordru"	20	80	44.9480578775066	113.079930324615	15.5676637430357	6.86	231.4	"2.4"	1.3	"alive"
"152"	28851	1900	"se"	"cordru"	20	80	58.654922348762	87.4025512098955	15.8224117683571	8.39	231.26	"2.6"	1.3	"alive"
"153"	28852	1901	"sw"	"cordru"	20	100	8.498817181666	93.0680976135956	2.16082642051374	1.15	230.59	"2.8"	1.3	"alive"
"154"	28853	1901	"sw"	"asitri"	20	100	18.1475897865351	124.679841551643	1.8172338619407	4.61	230.32	"42.2"	1.3	"alive"
"155"	28854	1901	"sw"	"cordru"	20	100	44.5790177411734	103.374449529295	3.41988407210524	5.86	230.2	"2.2"	1.3	"alive"
"156"	28855	1901	"sw"	"cordru"	20	100	21.6262091357012	105.949660969049	3.22985750407559	6.36	230.1	"1.2"	1.3	"alive"
"157"	28856	1901	"sw"	"asitri"	20	100	31.4893564670076	109.291922989554	1.12376881669087	6.65	230.15	"25.4"	1.3	"alive"
"158"	28857	1901	"sw"	"cordru"	20	100	20.5952279823935	110.420776552395	2.07830665062878	7.47	230.21	"2.7"	1.3	"alive"
"159"	28858	1901	"sw"	"cordru"	20	100	12.9344328173638	120.323697478989	-0.233084817813963	7.34	229.93	"1.3"	1.3	"alive"
"160"	28858	1901	"sw"	"cordru"	20	100	3.86904036371684	101.570955313757	0.881295517300572	7.34	229.93	"2.1"	1.3	"alive"
"161"	28859	1901	"sw"	"cordru"	20	100	18.074151689459	108.119089418151	2.58004585165455	8.52	229.96	"2.5"	1.3	"alive"
"162"	28860	1901	"sw"	"ulmrub"	20	100	29.34487366567	94.6294072633371	6.15339232006376	6.41	230.07	"15.5"	1.3	"alive"
"163"	28861	1901	"sw"	"asitri"	20	100	19.8595300197539	98.8637641965581	8.64453901806958	4.74	230.32	"34.2"	1.3	"alive"
"164"	28862	1901	"sw"	"pruser"	20	100	44.9719143986294	107.845732668499	6.97839144266977	3.97	230.35	"5.4"	1.3	"alive"
"165"	28863	1901	"sw"	"pruser"	20	100	21.9414180433876	93.2530824812353	4.37889122057276	3.6	230.46	"12.1"	1.3	"alive"
"166"	28864	1901	"sw"	"pruser"	20	100	34.47592906402	108.919677490366	5.61076989258528	3.11	230.43	"5.9"	1.3	"alive"
"167"	28865	1901	"nw"	"lonmaa"	20	100	34.2325218769865	106.850446720972	3.28569855983642	10.22	229.79	"11.7"	1.3	"alive"
"168"	28866	1901	"nw"	"acerub"	20	100	34.6769009236298	101.503148348406	2.58554329965118	10.96	229.74	"19.6"	1.3	"alive"
"169"	28867	1901	"nw"	"asitri"	20	100	28.5769454566212	90.3170078867951	3.79700019223255	13.48	229.56	"30.7"	1.3	"alive"
"170"	28868	1901	"nw"	"diovir"	20	100	31.4581625989065	116.878284694475	3.73052237837455	12.81	229.62	"4.8"	1.3	"alive"
"171"	28869	1901	"nw"	"pruser"	20	100	31.3541768080518	113.421092503703	4.01908969699227	13.01	229.58	"3.5"	1.3	"alive"
"172"	28870	1901	"nw"	"asitri"	20	100	5.38035944534326	98.0900253721552	6.06854778163444	12.36	229.61	"19.8"	1.3	"alive"
"173"	28871	1901	"nw"	"asitri"	20	100	17.8880427883731	106.492184578092	2.25205138328819	14.7	229.53	"53.2"	1.3	"alive"
"174"	28872	1901	"nw"	"pruser"	20	100	37.6012984109365	110.405935231517	4.14910406354377	16.73	229.24	"3.2"	1.3	"alive"
"175"	28873	1901	"nw"	"cordru"	20	100	41.5608521798034	124.249752792741	1.6431512110291	19.41	229.09	"1.1"	1.3	"alive"
"176"	28874	1901	"nw"	"cordru"	20	100	16.5416217148457	128.271463180153	3.56913725131097	18.67	229.11	"1.6"	1.3	"alive"
"177"	28875	1901	"nw"	"cordru"	20	100	43.7639785661142	122.151322491919	4.59371251759832	19.7	228.99	"2.2"	1.3	"alive"
"178"	28876	1901	"nw"	"cordru"	20	100	36.817350936114	89.5920120711037	5.748255662105	18.36	229.06	"1.6"	1.3	"alive"
"179"	28877	1901	"nw"	"cordru"	20	100	13.1199745366428	132.49155078505	7.02805120241678	19.35	228.84	"2"	1.3	"alive"
"180"	28878	1901	"nw"	"cordru"	20	100	19.1692092827198	117.828568495778	8.34155265057494	19.7	228.71	"1.5"	1.3	"alive"
"181"	28879	1901	"nw"	"diovir"	20	100	27.4669065445577	112.444016053045	6.81311229743043	15.2	229.3	"4.3"	1.3	"alive"
"182"	28880	1901	"nw"	"ostvir"	20	100	31.8887503719511	90.4925884159117	8.95085877855442	15.75	229.19	"36.6"	1.3	"alive"
"183"	28881	1901	"nw"	"lonmaa"	20	100	23.474843465662	106.985944417056	5.74776712004403	13.54	229.5	"17.4"	1.3	"alive"
"184"	28882	1901	"ne"	"lonmaa"	20	100	47.2556629243148	84.1662488805099	13.1350155568873	12.61	228.87	"10.5"	1.3	"alive"
"185"	28883	1901	"ne"	"lonmaa"	20	100	29.1539258900119	132.231507513389	14.1172543860226	18.02	228.06	"27.2"	1.3	"alive"
"186"	28884	1901	"ne"	"cordru"	20	100	39.6844708823422	91.7169671889497	14.5181416634437	16.74	227.95	"1.5"	1.3	"alive"
"187"	28885	1901	"ne"	"diovir"	20	100	45.1124523733259	131.503516142292	17.7041282287529	19.49	226.71	"5.6"	1.3	"alive"
"188"	28886	1901	"ne"	"cordru"	20	100	38.983113503017	138.146792545409	20.2410937970746	13.34	227.38	"1.1"	1.3	"alive"
"189"	28887	1901	"ne"	"cordru"	20	100	32.3387629997221	118.276236242722	15.47884788142	10.17	228.84	"1.1"	1.3	"alive"
"190"	28888	1901	"se"	"pruser"	20	100	26.7329266394805	84.795694290436	13.8987295284075	5.47	229.75	"3.4"	1.3	"alive"
"191"	28889	1901	"se"	"pruser"	20	100	11.4528999858936	105.779993172574	12.3478102323108	3.22	230.15	"5"	1.3	"alive"
"192"	28890	1901	"se"	"asitri"	20	100	19.4583955359661	99.7612340323856	12.3387177981431	3.5	230.11	"42.6"	1.3	"alive"
"193"	28891	1901	"se"	"pruser"	20	100	12.4537871877267	133.204832947227	12.4183060496243	5.47	229.87	"11"	1.3	"alive"
